time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-11 00:00:00+00:00,2,2,3.0,2.0
2023-01-12 00:00:00+00:00,3,3,6.0,1.0
2023-01-13 00:00:00+00:00,2,2,6.0,1.0
2023-01-14 00:00:00+00:00,1,1,,
2023-01-15 00:00:00+00:00,2,2,1.0,1.0
2023-01-16 00:00:00+00:00,2,2,,
2023-01-17 00:00:00+00:00,2,2,,
2023-01-18 00:00:00+00:00,2,2,2.0,1.0
2023-01-19 00:00:00+00:00,3,3,1.0,1.0
2023-01-20 00:00:00+00:00,6,6,,
2023-01-21 00:00:00+00:00,3,3,,
2023-01-22 00:00:00+00:00,3,3,,
2023-01-23 00:00:00+00:00,214,4,16.0,2.0
2023-01-24 00:00:00+00:00,6,5,,
